koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_disposition
219.3215562,12.4124,3628.7,6.11,313.0,2.27,93.8,6063.0,4.476,1.012,15.273,CONFIRMED
245.4382021,14.502,11312.0,19.17,289.0,1.66,844.7,5637.0,4.383,0.99,12.777,FALSE POSITIVE
178.4129899,2.9298,37510.0,33.24,361.0,4.0,535.1,6078.0,4.346,1.148,13.944,FALSE POSITIVE
178.44973004,12.86,,,,,,,,,13.944,FALSE POSITIVE
2.192004364,3.075,99583.0,37.56,1118.0,369.54,298.7,5306.0,4.642,0.687,16.654,FALSE POSITIVE
3.900109346,3.9037,126190.0,40.37,1160.0,427.83,448.0,5791.0,4.424,0.969,16.597,FALSE POSITIVE
1.471060209,4.3708,148440.0,165.15,3693.0,43941.18,563.0,8749.0,3.806,2.911,15.009,FALSE POSITIVE
0.73553763,2.0,,,,,,,,,15.009,FALSE POSITIVE
213.3990406,6.5043,13930.0,35.2,468.0,11.32,370.9,6960.0,4.069,1.83,13.381,FALSE POSITIVE
6.40802979,2.9288,7784.1,51.44,1157.0,424.01,108.2,6261.0,4.293,1.194,14.078,FALSE POSITIVE
2.38920105,3.15,,,,752.42,,,,,15.366,FALSE POSITIVE
0.962835804,4.9844,14328.0,458.02,7100.0,602806.92,209.2,3982.0,1.464,32.244,10.82,FALSE POSITIVE
4.639602084,3.4636,25079.0,19.96,1285.0,643.95,131.0,6078.0,4.223,1.194,16.803,FALSE POSITIVE
2.991885335,7.4319,1356.9,3.94,1209.0,505.77,160.2,5750.0,4.464,0.839,14.011,FALSE POSITIVE
1.327471395,5.2334,5673.8,7.08,1395.0,892.4,218.7,5232.0,4.519,0.777,15.818,FALSE POSITIVE
0.566792595,2.637,19.9,0.5,2548.0,10020.28,9.4,6277.0,4.322,1.121,12.982,FALSE POSITIVE
1.247156944,2.6779,134760.0,26042.9,4120.0,68223.38,92.4,4770.0,2.605,9.67,17.474,FALSE POSITIVE
288.3128666,5.419,11181.0,13.21,300.0,1.93,96.8,5672.0,4.252,1.22,15.999,CANDIDATE
2.119100054,8.2163,1651.1,34.34,1571.0,1435.29,195.7,6292.0,4.426,1.078,13.835,FALSE POSITIVE
1.466535757,0.8222,1346.4,4.28,1671.0,1849.31,86.1,5888.0,4.387,1.02,15.446,FALSE POSITIVE
1.49131759,4.721,25.8,1.26,2475.0,8873.77,10.3,6014.0,3.782,2.429,13.953,FALSE POSITIVE
19.57783279,1.9857,432.6,1.96,621.0,35.14,37.2,5620.0,4.533,0.884,12.624,CANDIDATE
3.04476607,9.568,272.6,15.7,1126.0,379.01,67.0,5627.0,4.568,0.818,14.506,FALSE POSITIVE
70.9672087,6.9623,784.7,2.84,438.0,8.66,69.3,5818.0,4.464,0.986,12.72,CONFIRMED
4.45543346,5.116,245680.0,51.69,1106.0,354.27,508.6,5780.0,4.438,1.0,17.046,FALSE POSITIVE
14.323889947,4.83729,69072.0,45.93,720.0,63.62,834.3,5853.0,4.529,0.895,16.095,FALSE POSITIVE
106.18732,10.29,266.1,231.85,2660.0,11829.18,8.6,3287.0,0.114,152.969,10.028,CANDIDATE
105.6552651,9.39,1366.9,4.22,407.0,6.51,42.3,5741.0,4.331,1.136,15.356,CONFIRMED
4.029803201,4.4301,191070.0,47.58,1233.0,545.64,352.3,6024.0,4.385,1.078,16.936,FALSE POSITIVE
1.303858554,4.36797,126640.0,73.29,2080.0,4438.11,904.0,6282.0,4.207,1.343,15.475,FALSE POSITIVE
9.74765878,2.62,102.0,0.78,679.0,50.3,11.6,5176.0,4.612,0.738,14.29,CANDIDATE
3.18899015,2.722,66.2,0.98,1309.0,693.65,18.4,5700.0,4.327,1.176,13.351,CONFIRMED
309.89103,16.4,321.3,2.15,314.0,2.3,10.7,6450.0,4.386,1.155,14.706,CANDIDATE
1.570518376,3.2035,2213.2,450.76,4106.0,67267.85,76.7,5314.0,2.782,11.82,10.055,FALSE POSITIVE
115.9943364,2.4136,37571.0,13.66,265.0,1.16,102.4,4530.0,4.566,0.735,15.852,FALSE POSITIVE
0.623441636,1.46001,19340.0,29.19,1711.0,2025.22,164.7,5319.0,4.612,0.654,15.626,FALSE POSITIVE
14.5417471,5.6067,1088.6,163.25,1494.0,1176.23,71.2,5032.0,3.042,5.922,13.763,FALSE POSITIVE
2.81753381,2.1551,3836.0,52.91,1494.0,1180.61,39.3,6313.0,4.325,1.098,14.248,FALSE POSITIVE
56.6993107,7.0706,5824.7,539.16,1261.0,598.36,76.3,4727.0,2.497,13.547,11.356,FALSE POSITIVE
161.252247,23.467,2185.9,4.49,303.0,2.0,84.1,5555.0,4.502,0.811,14.178,FALSE POSITIVE
0.867719291,6.323,2651.8,37.79,2106.0,4662.2,157.1,6220.0,4.398,1.056,14.445,FALSE POSITIVE
1.803697292,1.5922,69.7,1.0,1783.0,2385.75,25.8,6438.0,4.33,1.166,10.762,FALSE POSITIVE
0.84112187,2.0431,75070.0,39.34,1514.0,1240.91,89.7,5048.0,4.571,0.707,16.055,FALSE POSITIVE
0.828326025,1.42721,10718.0,49.67,1845.0,2739.59,164.5,5400.0,4.382,0.978,15.044,FALSE POSITIVE
1.219324537,4.7501,379060.0,60.62,1569.0,1432.21,241.0,5455.0,4.458,0.897,16.4,FALSE POSITIVE
2.401751509,2.0835,25044.0,268.75,888.0,146.91,83.1,4577.0,4.688,0.557,15.927,FALSE POSITIVE
36.97709537,5.2063,217140.0,59.66,546.0,21.08,204.9,5780.0,4.438,1.0,17.066,FALSE POSITIVE
16.371883638,3.44467,65927.0,70.73,840.0,117.9,639.8,5642.0,4.114,1.415,15.879,FALSE POSITIVE
2.617284592,9.5545,231450.0,162.67,2013.0,3885.11,1215.2,5510.0,3.641,2.649,16.304,FALSE POSITIVE
10.14873521,5.603,116120.0,71.11,1045.0,281.19,250.9,6366.0,4.239,1.296,16.798,FALSE POSITIVE
2.897436854,3.2833,289810.0,64.69,1277.0,627.44,274.2,5780.0,4.438,1.0,17.687,FALSE POSITIVE
5.546083089,2.717,2211.0,22.27,2336.0,7027.09,56.4,7358.0,3.538,4.037,12.252,CONFIRMED
6.87366398,7.0845,9766.9,12.01,859.0,128.52,143.2,5662.0,4.575,0.805,15.933,FALSE POSITIVE
6.87366412,4.85,,,,,,,,,15.933,FALSE POSITIVE
0.668483494,2.4129,722770.0,138.76,2082.0,4439.53,334.3,5780.0,4.438,1.0,18.792,FALSE POSITIVE
1.070272827,4.2844,9886.5,28.73,1224.0,528.52,284.0,4628.0,4.651,0.653,15.926,FALSE POSITIVE
0.977170246,3.4842,151.1,5.08,3226.0,25506.22,94.5,5596.0,3.48,3.938,12.439,FALSE POSITIVE
1.135930136,4.5036,27247.0,52.05,1836.0,2683.57,551.7,6247.0,4.489,0.954,15.524,FALSE POSITIVE
1.801863222,7.2492,262580.0,145.36,2721.0,12930.1,463.4,7479.0,3.919,2.324,12.796,FALSE POSITIVE
54.77145968,37.1871,7224.8,34.32,777.0,86.12,751.1,5145.0,3.466,3.866,13.939,FALSE POSITIVE
1.674690886,2.0179,527.4,29.78,1813.0,2558.96,118.6,6397.0,4.331,1.157,13.593,FALSE POSITIVE
1.013774136,1.2774,33878.0,18.59,827.0,110.51,166.8,3644.0,4.871,0.389,16.758,FALSE POSITIVE
50.271927,6.073,574.5,2.94,589.0,28.51,9.3,6520.0,4.375,1.215,15.923,CANDIDATE
290.1401717,2.1583,4836.0,11.58,304.0,2.02,69.1,5631.0,4.212,1.263,13.906,CANDIDATE
161.515617,6.548,2215.3,2.88,211.0,0.47,25.2,4243.0,4.637,0.641,15.561,CONFIRMED
2.112405306,2.5845,489.0,19.01,1225.0,533.2,42.2,5562.0,4.601,0.756,14.811,FALSE POSITIVE
1.870990236,1.8432,642.6,26.1,1668.0,1824.38,37.4,6384.0,4.419,1.086,15.546,FALSE POSITIVE
5.56648691,10.931,694.9,43.67,2618.0,11089.75,103.6,4694.0,2.564,12.701,9.837,FALSE POSITIVE
1.33253834,3.737,62.4,0.64,1453.0,1051.03,9.7,5520.0,4.572,0.818,15.627,FALSE POSITIVE
1.241483276,2.195,141.0,27.25,1847.0,2761.35,32.0,6140.0,4.394,1.053,13.482,FALSE POSITIVE
3.01551943,3.1713,159580.0,155.81,1837.0,2692.16,367.3,5299.0,3.672,2.761,17.357,FALSE POSITIVE
2.112395777,2.7714,262600.0,115.26,1419.0,957.45,243.2,5780.0,4.438,1.0,17.388,FALSE POSITIVE
14.8444836,6.091,177.9,2.49,1092.0,336.06,10.5,6642.0,4.057,1.846,12.345,CONFIRMED
2.252417903,1.9767,32296.0,27.09,782.0,88.43,129.5,3979.0,4.699,0.544,15.625,FALSE POSITIVE
14.658013949,3.03316,129640.0,121.59,855.0,126.35,3361.5,5146.0,3.986,1.626,13.391,FALSE POSITIVE
2.900613144,3.7357,165480.0,38.63,1289.0,650.9,617.7,5977.0,4.472,0.931,16.943,FALSE POSITIVE
174.7697122,2.3569,68139.0,38.79,294.0,1.77,100.4,5704.0,4.575,0.804,15.549,FALSE POSITIVE
31.43284649,5.3541,178870.0,57.21,577.0,26.19,154.0,5780.0,4.438,1.0,17.481,FALSE POSITIVE
1.72110057,1.922,29.7,0.7,1607.0,1575.2,9.3,5700.0,4.327,1.176,13.351,CANDIDATE
9.72675447,19.6214,6641.6,995.22,1363.0,815.99,366.4,6327.0,3.84,2.433,13.211,FALSE POSITIVE
8.096939227,2.8833,142890.0,68.48,1194.0,481.48,177.9,6572.0,4.208,1.418,17.637,FALSE POSITIVE
0.64234865,2.1184,39597.0,25.76,1829.0,2653.37,231.7,5441.0,4.553,0.791,16.639,FALSE POSITIVE
130.4194187,4.165,2290.9,57.51,473.0,11.79,90.4,5770.0,3.946,1.685,11.241,FALSE POSITIVE
1.78526527,6.2233,1733.1,41.19,1815.0,2563.99,123.1,6505.0,4.342,1.228,14.026,FALSE POSITIVE
4.8591441,3.8588,2183.6,6.9,1303.0,681.41,81.6,6586.0,4.361,1.207,14.113,CANDIDATE
5.95077813,5.6,761.8,32.26,2366.0,7394.55,71.9,5122.0,2.886,9.828,12.861,FALSE POSITIVE
99.673478,0.968,2496.0,576.14,262.0,1.11,12.6,4932.0,4.777,0.492,15.801,FALSE POSITIVE
4.7425521,1.11,3583.0,7.27,1159.0,426.49,10.9,6161.0,4.454,1.053,15.432,CANDIDATE
0.955297055,1.7405,846.1,18.16,1550.0,1367.42,67.3,5319.0,4.548,0.734,15.45,FALSE POSITIVE
280.476576,32.24,651.2,3.16,268.0,1.22,38.7,5869.0,4.528,0.892,13.608,FALSE POSITIVE
152.8255989,22.688,2173.5,34.85,734.0,68.47,98.9,4991.0,2.933,7.506,13.226,CANDIDATE
2.41660149,1.9699,83.6,0.92,1343.0,770.05,33.7,5705.0,4.444,1.026,12.737,CONFIRMED
4.252082243,2.7543,8290.5,33.14,1064.0,303.48,254.8,5802.0,4.492,0.794,15.286,FALSE POSITIVE
14.180228311,4.5344,172740.0,62.41,873.0,137.11,472.3,6289.0,4.33,1.142,17.427,FALSE POSITIVE
282.5253558,10.7965,9746.4,8.98,264.0,1.15,696.0,5725.0,4.506,0.913,12.62,CONFIRMED
1.87887673,6.60887,824390.0,148.25,1846.0,2750.37,3176.9,6569.0,4.281,1.235,13.244,FALSE POSITIVE
17.79391159,4.3194,93395.0,33.3,697.0,55.88,247.0,5780.0,4.438,1.0,16.328,FALSE POSITIVE
7.942583252,7.0612,88327.0,219.02,1285.0,644.35,855.4,5516.0,3.765,2.178,15.994,FALSE POSITIVE
15.85231085,4.8707,437860.0,679.44,725.0,65.17,252.4,5780.0,4.438,1.0,17.518,FALSE POSITIVE
2.415925551,9.7769,560970.0,300.82,3329.0,29070.1,1598.3,8796.0,3.711,3.278,14.467,FALSE POSITIVE
0.656201038,4.17901,174860.0,112.77,2157.0,5094.25,2065.8,6025.0,4.472,0.999,15.168,FALSE POSITIVE
2.617280959,9.661,3089.9,395.94,1689.0,1918.98,262.4,6432.0,4.207,1.345,13.306,FALSE POSITIVE
18.577903,20.11,99.8,1.36,879.0,140.97,6.6,6432.0,4.207,1.345,13.306,FALSE POSITIVE
1.412524016,5.74859,175780.0,68.92,1978.0,3627.17,1475.4,6690.0,4.375,1.174,14.964,FALSE POSITIVE
5.77676732,6.822,5794.8,26.2,670.0,47.55,74.1,4401.0,4.621,0.645,15.466,FALSE POSITIVE
88.40678718,12.3079,1724.4,4.55,410.0,6.65,328.0,5611.0,4.388,1.073,12.16,CONFIRMED
3.635723653,2.1862,80.0,1.23,1478.0,1126.72,43.1,6422.0,4.249,1.295,11.826,FALSE POSITIVE
45.3968385,4.477,1355.2,21.23,437.0,8.62,38.9,5649.0,4.633,0.705,15.024,FALSE POSITIVE
15.160166,5.856,307.9,2.09,821.0,107.59,26.1,5940.0,4.3,1.191,13.59,FALSE POSITIVE
2.63009438,11.226,388.9,25.55,1480.0,1135.97,69.4,6338.0,4.418,1.091,14.651,FALSE POSITIVE
9.40527028,2.076,470.9,25.39,938.0,182.72,20.7,6347.0,4.464,0.996,14.685,FALSE POSITIVE
4.15713766,1.808,77.0,1.17,1401.0,908.82,9.2,6470.0,4.301,1.324,12.28,FALSE POSITIVE
3.2136904,2.205,55.8,1.22,1591.0,1515.7,19.2,6184.0,4.151,1.579,12.618,FALSE POSITIVE
2.87066026,1.541,450.8,1.72,1196.0,484.17,13.2,5910.0,4.578,0.796,15.413,FALSE POSITIVE
31.24611088,4.76,,,,,,,,,14.706,FALSE POSITIVE
82.37208458,6.35,,,,,,,,,14.688,FALSE POSITIVE
0.991105114,2.2137,286390.0,36.87,1257.0,589.31,273.8,4769.0,4.673,0.578,16.948,FALSE POSITIVE
12.425580393,57.2012,1131.0,21.34,563.0,23.83,58.8,4594.0,4.58,0.743,14.652,FALSE POSITIVE
138.944022,10.611,530.2,2.57,384.0,5.13,28.0,6014.0,4.362,1.115,14.208,CONFIRMED
12.4260454,27.7691,582.1,2.64,706.0,58.88,55.7,5645.0,4.569,0.817,15.604,FALSE POSITIVE
12.4260002,30.1966,468.6,2.39,706.0,58.88,47.8,5645.0,4.569,0.817,15.604,FALSE POSITIVE
0.968026356,0.7143,212.7,1.78,2167.0,5205.91,32.6,6469.0,4.385,1.193,14.479,FALSE POSITIVE
1.179969562,1.9745,1109.3,120.02,2960.0,18136.88,277.9,5500.0,3.491,3.899,12.989,FALSE POSITIVE
10.10176739,2.1267,601.7,26.09,829.0,111.86,28.8,6058.0,4.54,0.867,14.694,FALSE POSITIVE
10.57910009,1.4553,329.3,2.03,929.0,175.79,17.9,6323.0,4.418,1.093,14.572,FALSE POSITIVE
1.480283464,2.486,60.5,0.97,1822.0,2597.27,21.3,5897.0,4.25,1.259,13.522,CANDIDATE
15.420409367,2.3707,14759.0,16.62,661.0,45.03,268.5,5468.0,4.505,0.88,15.596,FALSE POSITIVE
9.97682072,3.4873,966.8,2.85,802.0,97.85,31.3,5500.0,4.416,0.928,14.943,CONFIRMED
61.4913415,9.627,3692.4,4.57,323.0,2.58,70.5,4796.0,4.656,0.598,15.943,FALSE POSITIVE
5.0263815,4.384,77.2,0.84,1065.0,305.12,8.5,5783.0,4.418,0.962,14.877,CANDIDATE
16.00351679,4.001,668.3,18.01,586.0,27.83,29.9,5283.0,4.594,0.695,14.733,FALSE POSITIVE
1.86390886,4.414,176.1,77.99,2902.0,16718.87,18.3,6689.0,3.594,3.381,13.027,FALSE POSITIVE
2.03743942,3.103,112.5,0.82,1299.0,673.94,16.0,5751.0,4.577,0.774,15.047,FALSE POSITIVE
332.74984,14.77,518.1,2.55,302.0,1.97,8.7,6372.0,4.375,1.112,15.487,FALSE POSITIVE
45.60304785,8.35,,,,,,,,,15.206,FALSE POSITIVE
2.4681015,2.83,172.8,1.22,1244.0,564.74,22.1,5516.0,4.466,0.872,14.874,FALSE POSITIVE
12.53449909,6.02,,,,,,,,,15.725,FALSE POSITIVE
215.15218,19.97,264.2,1.36,287.0,1.61,6.7,5914.0,4.563,0.828,15.075,FALSE POSITIVE
3.17275711,5.404,313.2,1.27,966.0,206.07,30.1,5058.0,4.61,0.739,15.936,FALSE POSITIVE
6.68231249,3.251,48.7,2.09,1350.0,784.74,12.3,5343.0,3.764,2.506,13.052,CANDIDATE
0.73619448,1.1148,247.3,1.84,2268.0,6218.56,27.2,6355.0,4.418,1.09,15.145,FALSE POSITIVE
10.18670759,7.498,261.2,0.95,477.0,12.29,35.5,3995.0,4.694,0.555,14.651,FALSE POSITIVE
365.994154,13.071,698.5,2.87,263.0,1.14,23.8,6074.0,4.466,0.965,14.05,FALSE POSITIVE
0.54028956,3.619,293.5,21.45,2279.0,6356.72,58.4,5997.0,4.483,0.993,14.568,FALSE POSITIVE
2.49047468,2.2003,222.2,1.53,1413.0,940.43,20.7,6067.0,4.433,0.997,15.429,FALSE POSITIVE
2.17257963,1.5794,335.5,13.55,1518.0,1254.52,27.1,6038.0,4.34,0.971,14.845,FALSE POSITIVE
3.307669761,1.672,243.1,3.87,1840.0,2710.89,66.7,5959.0,3.829,2.382,12.936,FALSE POSITIVE
3.183961388,3.7875,39268.0,37.22,1615.0,1608.01,339.2,5716.0,3.963,1.76,12.678,FALSE POSITIVE
0.759766456,5.323,480.5,29.02,2128.0,4850.1,73.0,6174.0,4.455,1.026,15.932,FALSE POSITIVE
1.219034472,2.151,6923.8,9.82,1845.0,2734.97,99.2,5833.0,4.333,1.192,14.914,FALSE POSITIVE
7.37339245,2.883,125.0,13.73,1098.0,344.18,36.6,6484.0,4.36,1.093,12.197,FALSE POSITIVE
4.70847097,6.0503,32622.0,19.58,1202.0,493.0,607.2,6214.0,4.391,1.061,14.417,FALSE POSITIVE
66.119119,3.086,862.0,3.0,452.0,9.89,9.8,5828.0,4.462,1.028,15.978,CANDIDATE
0.982090079,1.44892,5396.7,29.95,1568.0,1426.18,304.1,5472.0,4.573,0.742,15.933,FALSE POSITIVE
2.972047661,1.198,5945.0,24.74,881.0,142.01,20.0,4491.0,4.58,0.711,15.772,FALSE POSITIVE
2.237180102,1.4734,493.8,1.75,1134.0,390.02,23.3,5080.0,4.538,0.793,15.938,FALSE POSITIVE
0.93374232,6.552,351.4,18.29,1638.0,1706.25,49.1,5553.0,4.577,0.806,15.239,FALSE POSITIVE
134.76308997,8.77,,,,,,,,,14.922,FALSE POSITIVE
0.495434094,1.2496,287.9,1.57,2151.0,5088.43,57.2,5529.0,4.471,0.936,14.672,FALSE POSITIVE
8.48031302,5.988,107.0,2.74,1510.0,1229.56,20.2,6541.0,3.778,2.43,13.124,FALSE POSITIVE
5.40534383,2.32,,,,,,,,,14.313,FALSE POSITIVE
0.66682654,0.7847,511.6,1.49,1183.0,461.55,33.4,3993.0,4.696,0.554,15.745,CANDIDATE
0.882131829,6.8106,3620.9,8.13,1963.0,3510.31,70.6,6168.0,4.482,0.911,15.039,FALSE POSITIVE
0.489682339,1.7495,431670.0,37.47,1251.0,580.4,628.2,3898.0,4.735,0.53,16.946,FALSE POSITIVE
364.751562,13.057,1481.5,2.89,166.0,0.18,25.5,4386.0,4.629,0.63,15.188,CONFIRMED
2.189098506,5.1498,2533.7,29.7,1288.0,651.22,194.9,5681.0,4.551,0.859,15.753,FALSE POSITIVE
0.7088055,3.6789,17575.0,41.08,2035.0,4055.22,195.6,5989.0,4.5,0.908,15.036,FALSE POSITIVE
88.821421,9.35,393.7,234.99,634.0,38.13,7.8,5081.0,3.484,3.365,13.747,FALSE POSITIVE
1.507761203,3.096,2773.7,31.77,1301.0,675.11,153.1,5069.0,4.53,0.818,15.583,FALSE POSITIVE
1.506019633,2.408,136.9,1.08,1628.0,1660.03,18.8,6065.0,4.454,0.896,15.005,FALSE POSITIVE
0.572513875,2.353,49.3,0.52,1779.0,2365.45,10.2,5171.0,4.576,0.76,15.078,FALSE POSITIVE
35.14578122,2.253,6789.4,32.5,480.0,12.6,86.8,5437.0,4.554,0.783,15.838,FALSE POSITIVE
3.690317047,1.3784,465.5,20.23,1280.0,634.09,43.0,6120.0,4.395,1.054,14.336,CANDIDATE
105.9566815,6.9988,2286.4,3.79,324.0,2.59,51.8,5327.0,4.581,0.8,15.795,CONFIRMED
2.95600563,2.6717,76.1,0.81,1211.0,509.55,35.5,5668.0,4.472,0.916,12.58,FALSE POSITIVE
11.805707539,2.0494,2052.1,18.48,1153.0,417.85,124.9,6065.0,3.888,1.891,12.829,FALSE POSITIVE
25.3710555,3.739,78.6,1.43,779.0,87.17,8.3,6029.0,4.127,1.494,13.78,FALSE POSITIVE
1.38680229,1.7065,242.3,29.33,2530.0,9703.01,84.4,6823.0,4.04,2.037,12.655,CANDIDATE
8.58966893,6.962,429.6,155.18,4900.0,136317.25,47.5,3837.0,0.829,80.307,13.866,FALSE POSITIVE
4.468456599,1.4195,906.7,24.81,1081.0,321.94,39.1,5869.0,4.513,0.942,13.954,FALSE POSITIVE
0.933754669,4.048,89.3,1.48,2475.0,8881.31,43.2,6443.0,4.146,1.457,13.343,FALSE POSITIVE
86.79876649,2.99,,,,,,,,,15.092,FALSE POSITIVE
164.57506747,9.57,,,,,,,,,13.215,FALSE POSITIVE
1.71030803,2.718,216.0,1.32,1449.0,1039.18,21.0,5790.0,4.528,0.9,15.862,FALSE POSITIVE
79.9201319,4.482,1326.8,1.81,217.0,0.53,21.9,3812.0,4.767,0.476,15.577,FALSE POSITIVE
199.3113,6.43,383.6,1.64,278.0,1.42,6.5,5662.0,4.577,0.789,15.37,FALSE POSITIVE
157.82131,12.42,192.3,1.59,377.0,4.75,6.9,6082.0,4.342,1.147,14.856,FALSE POSITIVE
2.28612573,12.408,301.6,22.63,1433.0,993.96,45.3,6063.0,4.476,1.012,15.116,FALSE POSITIVE
199.66876,8.996,251.9,1.45,305.0,2.06,13.9,5678.0,4.409,0.921,14.033,CANDIDATE
2.881100027,9.43866,662830.0,446.29,2946.0,17809.19,3316.5,8104.0,3.675,3.369,13.636,FALSE POSITIVE
1.33254971,4.69,158.3,1.36,1782.0,2377.19,35.3,6150.0,4.41,1.004,15.271,FALSE POSITIVE
0.469334634,0.8864,340.4,2.4,2432.0,8264.27,49.1,5888.0,4.394,1.008,14.67,CANDIDATE
0.849277809,3.137,690.8,20.11,1781.0,2366.84,17.1,5743.0,4.553,0.853,15.845,FALSE POSITIVE
71.4523167,6.276,216.9,2.19,561.0,23.44,16.6,6148.0,4.132,1.488,13.781,CONFIRMED
1.752564549,3.503,116.6,1.38,1741.0,2174.09,38.0,6221.0,4.333,1.18,13.608,FALSE POSITIVE
1.752553762,3.877,414.7,1.06,933.0,178.74,32.5,4408.0,4.713,0.529,15.828,FALSE POSITIVE
2.065351521,2.661,173.2,1.03,1196.0,485.51,25.3,5266.0,4.536,0.749,14.788,FALSE POSITIVE
2.253551793,3.66,119.6,1.7,1812.0,2547.01,42.1,6526.0,4.217,1.426,13.121,FALSE POSITIVE
1.06378861,1.072,251.5,1.61,1650.0,1761.19,21.5,5265.0,4.4,1.002,14.229,CONFIRMED
123.11494773,17.24,,,,,,,,,9.473,FALSE POSITIVE
1.854493861,4.2367,1287.3,29.39,1291.0,657.94,108.2,5431.0,4.563,0.843,14.898,FALSE POSITIVE
2.1990638,3.197,344.8,1.33,1087.0,330.97,19.3,5003.0,4.572,0.707,15.957,FALSE POSITIVE
132.1331011,26.715,7956.2,75.08,809.0,101.41,284.3,5067.0,2.877,8.121,9.715,CANDIDATE
1.120646438,1.7664,322.5,89.35,2783.0,14127.22,45.7,4972.0,3.449,4.034,13.695,FALSE POSITIVE
1.710279417,2.252,228.8,1.57,1524.0,1272.5,19.9,5834.0,4.472,1.023,15.795,FALSE POSITIVE
65.238281,5.756,197.2,5.18,734.0,68.49,10.3,5254.0,3.506,3.761,11.479,FALSE POSITIVE
0.56679641,2.324,26.7,0.46,1940.0,3349.38,14.1,5403.0,4.54,0.888,13.686,FALSE POSITIVE
9.88736642,4.23,68.0,0.68,768.0,82.32,14.6,5693.0,4.57,0.816,13.461,CANDIDATE
42.3520039,7.773,512.6,6.3,938.0,182.91,30.5,6864.0,3.783,2.632,12.852,CONFIRMED
0.789160884,0.9268,215.1,0.91,1244.0,564.46,23.6,4258.0,4.635,0.622,15.031,CONFIRMED
2.399081606,4.384,6071.6,40.6,1360.0,810.78,89.9,5780.0,4.438,1.0,16.494,FALSE POSITIVE
5.14072621,27.24,145.6,19.28,1076.0,317.19,44.5,5751.0,4.389,1.035,13.753,FALSE POSITIVE
0.566798545,5.224,36.9,0.53,2004.0,3787.58,23.3,5629.0,4.553,0.87,13.519,FALSE POSITIVE
1.44445234,0.9753,200.7,2.03,1800.0,2479.44,20.9,5305.0,4.088,1.449,14.536,CONFIRMED
3.55653637,8.7,202.5,1.7,1272.0,619.57,23.1,5950.0,4.395,1.114,14.377,FALSE POSITIVE
9.60853601,3.672,584.4,31.99,984.0,221.77,19.3,6377.0,4.398,1.158,15.974,FALSE POSITIVE
0.933747751,3.9236,76.6,2.07,3112.0,22250.69,49.5,6985.0,3.936,2.187,13.369,FALSE POSITIVE
3.17463577,10.988,405.9,9.32,1296.0,667.65,83.1,5999.0,4.417,0.996,14.934,FALSE POSITIVE
0.902222843,2.0516,29.7,48.23,10340.0,2710661.9,5.1,3705.0,0.798,89.806,13.547,FALSE POSITIVE
22.4685309,3.034,242.3,20.05,1040.0,276.85,21.3,5461.0,3.566,3.301,13.301,FALSE POSITIVE
10.16104834,3.0448,908.9,2.72,800.0,96.98,36.8,5636.0,4.462,0.913,15.047,FALSE POSITIVE
2.743978797,6.442,39994.0,38.11,1136.0,392.49,56.5,5334.0,4.492,0.81,13.805,CANDIDATE
1.332561398,4.103,150.6,2.16,2276.0,6330.12,77.1,6468.0,4.107,1.602,13.616,FALSE POSITIVE
12.89623554,2.625,426.6,2.55,783.0,89.02,32.9,6072.0,4.51,0.923,14.107,CANDIDATE
364.14397,15.37,513.5,2.2,259.0,1.06,9.3,6039.0,4.493,0.951,15.508,FALSE POSITIVE
21.78769087,4.498,507.7,71.95,1042.0,278.24,38.1,5627.0,3.633,3.05,12.967,FALSE POSITIVE
5.90741476,1.016,5569.0,5.1,769.0,82.73,7.2,4963.0,4.585,0.69,15.625,CONFIRMED
2.368173896,2.346,10143.0,10.92,1428.0,983.51,52.9,5944.0,4.393,0.991,15.533,FALSE POSITIVE
5.73865933,4.051,688.6,1.84,535.0,19.33,40.1,3841.0,4.756,0.509,15.51,FALSE POSITIVE
91.05641908,6.7282,57608.0,53.1,431.0,8.13,701.1,6142.0,4.456,1.046,15.959,FALSE POSITIVE
4.49686066,1.7306,1932.5,1.93,535.0,19.34,37.0,3698.0,4.81,0.444,16.283,CONFIRMED
0.5374094,1.2039,94.2,0.96,2208.0,5646.82,21.9,5749.0,4.457,0.988,14.832,CANDIDATE
24.7543849,3.39,593.3,2.1,491.0,13.7,18.0,4852.0,4.519,0.804,15.514,CONFIRMED
0.475068516,0.8552,110.1,1.03,2372.0,7444.39,21.4,6045.0,4.494,0.955,14.255,FALSE POSITIVE
1.79683793,7.911,223.3,3.37,2397.0,7783.32,27.9,7592.0,4.159,1.714,13.613,FALSE POSITIVE
187.51251276,8.05,,,,,,,,,15.711,FALSE POSITIVE
12.425484,28.0218,117.2,1.55,773.0,84.37,43.0,5478.0,4.351,1.017,13.585,FALSE POSITIVE
17.7838298,3.997,247.1,1.6,729.0,66.87,18.7,6014.0,4.436,1.021,14.651,CONFIRMED
1.204529346,1.62,86.9,1.4,1968.0,3561.16,11.1,5340.0,4.046,1.504,14.259,FALSE POSITIVE
2.15839583,8.09,352.2,14.28,1103.0,350.53,38.9,5272.0,4.659,0.662,15.239,FALSE POSITIVE
371.1495,15.855,597.3,2.07,245.0,0.85,11.5,5988.0,4.541,0.836,15.342,FALSE POSITIVE
