koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_disposition
10.21864532,3.802,445.3,2.33,920.0,169.13,26.6,6100.0,4.376,1.083,14.82,CONFIRMED
15.573637,5.326,468.1,2.94,799.0,96.38,24.7,6100.0,4.376,1.083,14.82,CONFIRMED
40.1015561,5.246,550.0,2.92,583.0,27.31,19.0,6100.0,4.376,1.083,14.82,CONFIRMED
4.45814897,2.867,188.1,1.61,1212.0,511.6,14.3,6100.0,4.376,1.083,14.82,CANDIDATE
5.663621501,1.2968,1225.0,2.47,774.0,84.76,39.8,4917.0,4.601,0.723,15.444,FALSE POSITIVE
6.230335,1.6493,1449.2,3.7,875.0,138.33,31.6,5477.0,4.557,0.865,15.977,CANDIDATE
12.49340725,2.2614,715.7,2.2,649.0,42.08,76.2,5207.0,4.561,0.795,13.575,CONFIRMED
6.62643441,3.1752,814.6,2.54,895.0,151.59,40.6,5616.0,4.529,0.903,15.843,CONFIRMED
3.70122061,2.523,327.4,1.62,1087.0,330.02,19.6,5616.0,4.529,0.903,15.843,CONFIRMED
6.247030799,1.4848,1496.6,1.89,512.0,16.23,44.8,3821.0,4.764,0.487,15.369,CANDIDATE
13.73474071,2.769,746.4,2.71,634.0,38.11,31.0,5196.0,4.524,0.772,15.187,CONFIRMED
700.00298217,7.6525,3245.9,6.43,238.0,0.76,60.3,6487.0,4.397,1.118,13.594,CANDIDATE
272.0868353,2.7145,5572.0,5.95,251.0,0.93,21.5,5587.0,4.548,0.791,15.166,CANDIDATE
14.55387488,6.973,319.7,3.45,939.0,183.48,26.8,6143.0,4.177,1.507,14.377,CONFIRMED
0.895277575,2.711,534.5,9.27,4253.0,77480.31,132.1,8040.0,3.707,3.325,13.574,FALSE POSITIVE
81.0637895,3.001,476.0,3.01,511.0,16.12,19.4,6198.0,4.237,1.324,13.914,CONFIRMED
24.8056775,6.148,624.4,2.16,588.0,28.22,39.4,5600.0,4.455,0.872,15.204,CONFIRMED
13.02493307,4.5706,778.4,2.88,786.0,90.1,119.3,5657.0,4.364,1.046,13.709,CONFIRMED
44.3471936,6.43,791.7,2.45,484.0,13.0,40.5,5600.0,4.455,0.872,15.204,CONFIRMED
9.2207691,4.907,140.0,1.02,817.0,105.63,13.2,5600.0,4.455,0.872,15.204,CONFIRMED
13.6396648,5.425,162.7,1.1,717.0,62.6,13.3,5600.0,4.455,0.872,15.204,CONFIRMED
1.922799706,1.8604,259.7,1.28,1215.0,514.44,30.1,5194.0,4.559,0.815,14.829,CONFIRMED
3.02168007,2.8264,171.9,1.31,1332.0,744.35,32.9,6201.0,4.472,0.989,14.429,CONFIRMED
3.222975318,2.9247,232.7,1.47,1239.0,558.65,31.3,5823.0,4.427,0.96,14.609,CONFIRMED
42.0370662,6.282,266.8,1.66,527.0,18.16,14.7,5823.0,4.427,0.96,14.609,CANDIDATE
21.0112068,4.507,163.6,1.4,663.0,45.79,10.2,5823.0,4.427,0.96,14.609,CANDIDATE
4.16811839,2.8084,263.0,2.28,1277.0,628.73,26.7,5689.0,4.202,1.313,14.801,CONFIRMED
5.82348911,2.2441,888.7,3.0,955.0,196.33,38.1,5774.0,4.526,0.864,15.898,CANDIDATE
8.75059775,2.8288,881.9,2.27,682.0,51.0,28.3,4942.0,4.599,0.779,15.92,CANDIDATE
9.41475056,4.736,483.4,19.33,962.0,202.58,55.2,6406.0,4.436,1.033,13.66,FALSE POSITIVE
0.56669006,2.1674,104.6,1.52,2955.0,18023.71,53.8,6899.0,4.273,1.386,13.44,FALSE POSITIVE
7.13969705,3.981,512.9,2.24,965.0,205.23,27.8,6014.0,4.486,0.993,15.906,CONFIRMED
18.75470238,3.0331,995.3,1.67,382.0,5.03,33.2,3976.0,4.721,0.54,15.473,CONFIRMED
0.648868342,2.82428,34770.0,72.32,2882.0,16368.52,477.0,6531.0,4.12,1.524,11.471,FALSE POSITIVE
3.00363219,3.732,101.2,1.43,1571.0,1441.44,38.5,6309.0,4.217,1.32,12.476,FALSE POSITIVE
11.30123036,4.022,277.1,1.85,852.0,124.42,18.5,5730.0,4.34,1.122,14.981,CONFIRMED
0.796722833,2.4551,107.1,1.44,2401.0,7844.64,43.9,5959.0,4.121,1.334,13.379,FALSE POSITIVE
4.24153629,2.971,188.1,1.44,1177.0,452.95,18.0,5776.0,4.34,1.047,14.621,CONFIRMED
17.32419108,8.045,241.3,3.14,964.0,204.1,49.1,5968.0,3.972,1.857,13.42,CONFIRMED
14.37457572,4.7892,335.8,1.94,779.0,87.24,55.2,5768.0,4.358,1.067,13.749,CONFIRMED
9.65188331,4.296,103.2,1.08,890.0,148.32,19.8,5768.0,4.358,1.067,13.749,CONFIRMED
6.0990118,3.6112,227.5,3.16,1374.0,842.53,39.3,5743.0,3.881,1.971,13.951,FALSE POSITIVE
49.4781446,2.493,496.6,1.88,462.0,10.73,20.4,5776.0,4.554,0.849,14.427,CANDIDATE
30.8639476,8.864,256.5,3.01,743.0,72.05,63.0,5977.0,4.08,1.571,12.547,CONFIRMED
2.403640701,1.4012,74.9,1.24,1489.0,1164.85,16.3,5881.0,4.315,1.171,13.431,CONFIRMED
2.90060781,2.563,124.8,1.58,1645.0,1727.31,20.6,6547.0,4.241,1.371,13.887,FALSE POSITIVE
4.51436096,3.0083,230.7,1.84,1231.0,543.73,28.4,5940.0,4.306,1.215,14.946,CONFIRMED
3.77359871,2.7282,176.0,1.29,1270.0,614.52,25.6,6224.0,4.404,0.969,14.207,CONFIRMED
8.18182189,2.4566,299.6,1.77,981.0,218.9,27.4,6224.0,4.404,0.969,14.207,CONFIRMED
13.32389352,3.2208,781.3,1.26,378.0,4.83,25.9,3751.0,4.813,0.45,15.931,CONFIRMED
4.919584997,4.1988,425.7,2.86,1312.0,702.13,132.0,6236.0,4.246,1.378,13.273,CONFIRMED
11.41911886,5.135,509.2,3.32,921.0,170.33,23.7,6311.0,4.398,1.172,15.965,CONFIRMED
11.36113254,4.1886,569.5,2.6,869.0,134.97,57.0,6244.0,4.46,1.009,14.63,CONFIRMED
1.3866358,4.77,70.1,0.72,1503.0,1205.94,6.8,5693.0,4.551,0.856,15.755,FALSE POSITIVE
14.53410833,3.3094,510.6,1.36,420.0,7.34,32.5,3957.0,4.693,0.553,14.688,CANDIDATE
33.0063185,7.118,278.1,3.13,778.0,86.38,38.2,5968.0,3.972,1.857,13.42,CONFIRMED
11.13127159,4.2372,211.2,2.06,952.0,194.31,36.8,5800.0,4.202,1.435,13.459,CONFIRMED
3.47143963,3.663,99.8,1.19,1358.0,805.05,27.5,6341.0,4.409,1.111,13.599,FALSE POSITIVE
29.6193891,4.9595,314.7,1.74,580.0,26.79,42.5,5618.0,4.401,0.996,13.331,CONFIRMED
3.50376155,3.16,,,,,,,,,14.463,FALSE POSITIVE
8.925079516,2.6766,977.5,2.36,628.0,36.89,135.8,4728.0,4.628,0.693,13.461,CONFIRMED
8.0922105,5.7696,65.3,1.44,1089.0,331.65,37.5,5774.0,4.106,1.395,11.731,CONFIRMED
3.117087797,3.06941,12152.0,88.51,1842.0,2725.12,441.7,6338.0,3.973,2.046,11.397,FALSE POSITIVE
22.687155,5.4921,960.0,3.2,653.0,42.95,122.8,5657.0,4.364,1.046,13.709,CONFIRMED
0.937406378,1.9515,5079.6,7.09,1659.0,1790.11,138.9,5480.0,4.529,0.843,14.546,FALSE POSITIVE
0.668483615,2.0909,2899.8,29.53,1832.0,2642.17,161.2,5546.0,4.575,0.81,15.905,FALSE POSITIVE
1.544927524,1.0134,138.5,1.39,1824.0,2606.96,25.4,6309.0,4.34,1.132,13.643,FALSE POSITIVE
4.48758768,2.874,112.0,1.37,1305.0,684.07,25.9,6060.0,4.227,1.257,13.446,CONFIRMED
0.323021692,2.3442,47100.0,46.4,2545.0,9913.7,520.6,5458.0,4.381,0.972,11.234,FALSE POSITIVE
4.70818628,3.278,56545.0,42.99,1046.0,282.41,24.7,5868.0,4.53,0.894,13.279,FALSE POSITIVE
14.405857436,5.48509,30431.0,23.42,888.0,146.95,2294.1,5945.0,4.196,1.346,14.808,FALSE POSITIVE
7.702374154,3.8459,18377.0,225.25,825.0,109.38,157.2,5598.0,4.565,0.83,15.144,FALSE POSITIVE
16.56062577,2.611,700.8,2.94,701.0,57.28,30.8,5818.0,4.436,0.855,15.198,CONFIRMED
15.74958583,4.6672,659.5,2.77,777.0,86.18,42.6,6191.0,4.454,1.025,15.3,CONFIRMED
37.8145252,9.109,412.5,3.04,626.0,36.25,57.9,5988.0,4.278,1.314,13.601,CONFIRMED
12.64504291,9.117,200.4,1.55,741.0,71.28,32.7,5607.0,4.447,0.886,14.447,CONFIRMED
21.5262958,8.392,190.0,1.36,621.0,35.03,23.4,5607.0,4.447,0.886,14.447,CONFIRMED
33.8845825,6.538,224.1,1.74,533.0,19.13,17.2,5607.0,4.447,0.886,14.447,CONFIRMED
6.40087137,2.5561,133.6,1.91,1109.0,357.44,24.4,5426.0,4.107,1.421,12.988,CONFIRMED
30.1599411,7.874,175.9,4.54,836.0,115.69,32.3,5010.0,3.62,3.051,11.584,CONFIRMED
51.0771048,11.233,141.5,3.66,702.0,57.28,24.1,5010.0,3.62,3.051,11.584,CONFIRMED
4.2856756,4.059,31.4,2.13,1790.0,2429.13,8.3,5055.0,3.443,3.733,12.203,FALSE POSITIVE
7.388833611,5.62857,13064.0,10.66,877.0,139.94,1509.3,5845.0,4.558,0.838,13.209,FALSE POSITIVE
2.698021895,23.192,6721.2,52.51,1582.0,1481.76,647.1,6568.0,4.36,1.211,13.717,FALSE POSITIVE
117.93110803,5.8796,8506.6,10.36,418.0,7.2,212.5,6392.0,4.425,1.072,15.128,CONFIRMED
4.887806806,2.4078,4676.0,5.71,918.0,167.54,116.1,5284.0,4.523,0.812,15.399,FALSE POSITIVE
11.973605044,4.3117,3822.9,38.2,820.0,106.83,172.9,6146.0,4.497,0.943,15.175,FALSE POSITIVE
1.231364189,5.8574,1097.1,5.39,1707.0,2005.15,229.7,5897.0,4.429,0.891,14.97,FALSE POSITIVE
2.102416517,1.7684,1502.5,29.29,1435.0,1003.06,94.3,5999.0,4.494,0.959,15.642,FALSE POSITIVE
11.703109303,2.0467,4201.0,37.3,811.0,102.47,126.6,6014.0,4.494,0.958,15.003,FALSE POSITIVE
13.73808249,3.354,660.7,3.84,912.0,163.52,68.4,6375.0,4.292,1.178,13.805,CANDIDATE
16.66216657,3.8762,27442.0,843.45,834.0,114.41,114.5,6440.0,4.38,1.169,13.344,FALSE POSITIVE
0.752159702,2.3621,3425.0,43.73,2224.0,5767.22,291.1,5916.0,4.296,1.175,11.884,FALSE POSITIVE
4.81886153,6.223,1318.6,2.96,803.0,98.29,86.3,5030.0,4.658,0.651,15.932,FALSE POSITIVE
125.86540191,9.0191,12390.0,12.37,394.0,5.71,544.7,5933.0,4.342,1.115,13.956,CONFIRMED
34.5439452,3.482,429.8,2.67,607.0,32.02,23.4,5933.0,4.342,1.115,13.956,CONFIRMED
10.74241765,6.0633,415.2,3.06,1008.0,243.94,95.4,5761.0,4.091,1.518,13.438,CONFIRMED
4.02378908,3.237,32.1,2.24,2504.0,9293.19,36.1,7516.0,3.651,3.685,10.083,FALSE POSITIVE
0.312941621,2.0646,35262.0,58.02,3151.0,23300.36,413.9,6286.0,4.312,1.188,13.397,FALSE POSITIVE
2.495780169,4.2721,25070.0,15.75,1408.0,929.47,171.4,6039.0,4.426,0.992,14.152,CONFIRMED
8.428090255,1.881,11356.0,517.43,817.0,105.54,183.0,5761.0,4.573,0.805,15.977,FALSE POSITIVE
8.344104633,1.8014,9695.0,836.31,785.0,89.55,89.7,5447.0,4.559,0.838,15.734,FALSE POSITIVE
1.714274727,2.06728,28460.0,25.0,827.0,110.02,987.2,3874.0,4.715,0.535,15.686,FALSE POSITIVE
137.75960504,9.1713,83298.0,49.52,396.0,5.81,885.9,5323.0,4.085,1.452,15.324,FALSE POSITIVE
2.155278342,2.1064,20739.0,16.89,1272.0,620.67,142.7,5665.0,4.568,0.82,13.997,FALSE POSITIVE
3.661326482,2.5714,17846.0,12.07,1023.0,258.6,424.6,5319.0,4.501,0.798,14.349,FALSE POSITIVE
4.75400072,2.5394,748.7,2.0,775.0,85.23,141.4,4728.0,4.628,0.693,13.461,CONFIRMED
0.76973817,2.5,,,,,,,,,14.84,FALSE POSITIVE
9.08937826,6.255,779.8,5.35,1104.0,351.45,72.7,6739.0,4.332,1.275,14.408,FALSE POSITIVE
3.234699282,3.59385,10559.0,13.06,1356.0,797.62,3003.8,5640.0,4.236,1.291,13.303,CONFIRMED
31.99552485,4.2817,1376.1,4.12,582.0,27.17,128.0,5657.0,4.364,1.046,13.709,CONFIRMED
1.577800747,2.1626,697.7,31.24,1513.0,1236.23,79.6,6089.0,4.566,0.802,15.031,FALSE POSITIVE
2.380862632,4.20416,32634.0,21.65,1480.0,1133.0,2590.6,5821.0,4.297,1.129,13.802,CANDIDATE
1.752567456,5.4993,607.3,26.56,1502.0,1202.54,92.2,5739.0,4.433,0.996,14.449,FALSE POSITIVE
51.92920654,5.2637,3425.8,8.49,574.0,25.6,81.8,5671.0,4.128,1.442,15.897,CONFIRMED
384.02570682,14.56,,,,,,,,,15.206,CANDIDATE
3.014330766,2.4747,975.3,2.87,1124.0,377.79,57.3,5209.0,4.446,0.953,15.673,CANDIDATE
5.644914154,2.2599,1397.9,2.66,744.0,72.38,63.9,4769.0,4.622,0.714,15.505,CANDIDATE
3.105507835,1.7458,904.6,2.68,980.0,217.91,178.6,4989.0,4.585,0.791,13.341,CONFIRMED
1.336109338,1.7419,2204.3,35.19,1727.0,2106.49,150.0,6119.0,4.46,0.967,15.507,FALSE POSITIVE
13.35151248,3.6045,3308.8,4.44,585.0,27.77,107.9,4843.0,4.562,0.754,15.825,CANDIDATE
1693.6636225,22.604,9515.3,10.23,157.0,0.14,122.8,5923.0,4.445,1.021,15.305,CANDIDATE
5.841636615,1.8734,1336.3,1.38,446.0,9.38,41.1,3526.0,4.866,0.383,15.921,CONFIRMED
19.85029495,2.8407,1607.5,1.52,297.0,1.83,34.4,3526.0,4.866,0.383,15.921,CONFIRMED
22.34293693,7.0813,2691.1,2.92,399.0,6.01,35.3,4260.0,4.663,0.58,15.719,FALSE POSITIVE
119.40817159,9.3537,18563.0,16.26,328.0,2.72,508.4,5316.0,4.477,0.872,14.427,FALSE POSITIVE
1.171536413,1.5878,1132.7,7.12,2387.0,7673.2,67.0,7021.0,4.275,1.485,15.634,FALSE POSITIVE
0.973547911,2.2858,435.7,11.52,1814.0,2556.6,38.7,6084.0,4.542,0.863,15.46,FALSE POSITIVE
3.053563251,3.2551,508.4,21.79,1171.0,444.16,50.4,5764.0,4.548,0.863,14.598,FALSE POSITIVE
1.031096352,2.781,265.4,2.36,2020.0,3954.46,37.8,6371.0,4.426,1.072,15.131,FALSE POSITIVE
11.00817635,2.013,1462.5,2.15,488.0,13.39,42.1,4141.0,4.684,0.582,15.847,CONFIRMED
52.5008645,14.9066,946.7,12.41,812.0,102.94,116.2,4976.0,3.331,4.157,12.183,CONFIRMED
0.63133171,1.1487,434.5,1.2,1322.0,726.72,95.8,4441.0,4.71,0.53,14.285,CONFIRMED
12.69905011,2.9899,797.4,2.62,686.0,52.55,30.4,5291.0,4.489,0.882,15.824,CONFIRMED
8.74292005,2.6277,779.5,1.92,643.0,40.33,30.7,4769.0,4.622,0.714,15.505,CANDIDATE
3.64830183,1.9985,371.7,1.33,860.0,129.44,19.9,4769.0,4.622,0.714,15.505,CANDIDATE
2.345863002,1.6795,316.7,1.23,997.0,233.38,19.6,4769.0,4.622,0.714,15.505,CANDIDATE
37.1011418,5.5556,1357.5,3.19,532.0,18.95,55.2,5986.0,4.527,0.85,15.229,CANDIDATE
104.8205868,4.4794,3920.1,6.45,376.0,4.74,76.6,5986.0,4.527,0.85,15.229,CANDIDATE
10.8644095,1.853,748.7,1.14,363.0,4.09,16.8,3526.0,4.866,0.383,15.921,CONFIRMED
124.4197175,3.7197,4107.0,10.3,416.0,7.07,39.9,5066.0,3.974,1.659,15.74,CONFIRMED
1.219568047,1.5681,494.9,1.51,1252.0,578.96,65.9,4838.0,4.625,0.701,15.127,CONFIRMED
2.05388477,2.1635,546.7,2.74,1523.0,1271.11,50.0,5632.0,4.282,1.176,15.269,CONFIRMED
38.86848956,6.0573,1004.9,2.81,509.0,15.89,73.4,5618.0,4.46,0.897,14.232,CONFIRMED
35.7353616,8.491,778.8,5.47,774.0,84.66,58.4,6366.0,4.045,1.697,13.659,CONFIRMED
12.30971679,6.74,396.0,3.82,1104.0,350.46,45.9,6366.0,4.045,1.697,13.659,CONFIRMED
54.4205407,8.559,598.0,3.2,574.0,25.6,44.9,6781.0,4.422,1.067,13.659,CONFIRMED
30.00908916,3.15,,,,,,,,,13.174,FALSE POSITIVE
14.32407216,4.6577,2053.9,38.86,782.0,88.38,58.0,6022.0,4.453,1.039,15.609,FALSE POSITIVE
27.07237655,6.9592,514.2,2.18,605.0,31.58,44.0,5936.0,4.501,0.965,14.556,CONFIRMED
37.5142128,5.303,935.0,2.68,478.0,12.38,28.9,5291.0,4.489,0.882,15.824,CONFIRMED
55.6391882,7.316,853.0,3.13,478.0,12.33,48.3,5949.0,4.493,0.962,14.755,CONFIRMED
46.6856205,6.3794,588.8,2.52,513.0,16.41,59.0,5657.0,4.364,1.046,13.709,CONFIRMED
34.2966363,19.718,696.6,3.29,584.0,27.6,66.7,5490.0,4.263,1.167,14.965,CANDIDATE
4.59726613,2.909,313.0,1.69,1105.0,352.4,17.0,5999.0,4.494,0.959,15.803,CONFIRMED
9.97716876,5.908,252.9,2.53,1028.0,263.89,21.8,5557.0,4.037,1.616,14.943,CANDIDATE
30.882538697,5.3737,24012.0,15.4,593.0,29.12,1266.2,6014.0,4.486,0.993,14.857,FALSE POSITIVE
72.4914068,3.612,1063.5,15.33,700.0,56.76,39.2,5754.0,3.639,2.758,13.05,FALSE POSITIVE
4.93913074,1.362,382.9,24.03,1182.0,461.47,22.0,5956.0,4.324,1.17,14.832,FALSE POSITIVE
2.240486703,1.3988,436.3,1.22,837.0,115.98,33.8,4198.0,4.689,0.574,15.224,CONFIRMED
105.0145774,7.426,296.0,2.29,406.0,6.44,33.9,5868.0,4.363,1.042,12.9,CANDIDATE
4.88084456,2.5574,343.0,1.55,879.0,141.0,32.6,4929.0,4.481,0.861,14.925,CONFIRMED
10.56137217,3.2645,238.4,2.43,867.0,133.56,21.7,5610.0,4.316,1.171,14.581,CONFIRMED
67.6690554,9.556,961.1,3.39,495.0,14.24,37.2,6127.0,4.356,1.08,15.224,CONFIRMED
3.949627144,1.5485,807.2,2.32,966.0,206.05,45.1,5155.0,4.523,0.836,15.623,CONFIRMED
16.00460392,3.9475,831.9,2.24,583.0,27.41,34.3,5180.0,4.597,0.769,15.554,CANDIDATE
3.55650737,8.545,293.6,3.05,1405.0,918.25,77.1,4951.0,3.876,1.843,14.118,FALSE POSITIVE
3.148661555,2.1978,550.5,2.15,1097.0,342.76,35.3,5258.0,4.458,0.873,15.297,CONFIRMED
0.70544824,2.9423,462.4,20.03,1868.0,2899.07,118.2,5717.0,4.564,0.826,14.351,FALSE POSITIVE
3.295701024,1.8268,1745.7,2.81,875.0,138.38,114.7,4723.0,4.628,0.691,14.84,CONFIRMED
9.65349016,2.9029,1308.6,2.41,611.0,32.98,63.1,4723.0,4.628,0.691,14.84,CONFIRMED
5.315954488,1.1165,965.9,2.33,746.0,73.19,37.7,4723.0,4.628,0.691,14.84,CONFIRMED
10.04556377,3.2027,671.4,2.19,766.0,81.61,66.5,5632.0,4.554,0.853,13.024,CONFIRMED
1.499144441,1.4259,258.9,1.09,1137.0,395.06,22.2,4723.0,4.628,0.691,14.84,CONFIRMED
5.082748362,1.7732,276.7,1.4,928.0,175.06,40.9,5430.0,4.555,0.858,13.984,CONFIRMED
5.00673576,1.9398,191.2,2.0,1324.0,726.94,26.6,6116.0,4.158,1.383,13.518,FALSE POSITIVE
9.17617167,4.2642,206.9,1.66,960.0,200.99,34.3,5903.0,4.3,1.156,13.797,CONFIRMED
19.7383992,4.894,168.1,1.61,744.0,72.32,20.3,5903.0,4.3,1.156,13.797,CONFIRMED
41.6980186,5.7047,440.8,2.03,537.0,19.61,43.4,5997.0,4.466,0.971,13.956,CONFIRMED
59.6585348,5.514,1043.8,3.59,393.0,5.66,21.2,5243.0,4.547,0.831,15.742,CANDIDATE
52.6298542,6.118,675.8,3.68,544.0,20.65,27.2,5339.0,4.096,1.433,15.004,CONFIRMED
10.290994129,4.28889,9655.7,13.43,996.0,233.08,1245.7,5803.0,4.134,1.373,14.221,CONFIRMED
14.8783945,7.491,322.8,1.63,692.0,54.19,22.9,5822.0,4.557,0.837,15.534,CONFIRMED
59.6222627,6.888,993.4,3.63,486.0,13.23,31.9,6108.0,4.471,0.997,15.517,CONFIRMED
4.9883873,9.059,507.6,3.28,1236.0,550.52,42.4,6418.0,4.395,1.171,15.447,FALSE POSITIVE
8.19596647,2.824,792.8,2.04,672.0,48.2,20.2,4723.0,4.557,0.747,15.858,CANDIDATE
15.59466045,5.0478,867.7,2.74,718.0,62.88,49.2,5900.0,4.5,0.929,15.43,CONFIRMED
56.35407916,3.4449,1037.0,2.59,352.0,3.63,59.4,4802.0,4.582,0.701,13.779,CONFIRMED
36.12895451,2.2348,3758.6,53.72,546.0,21.05,66.3,5921.0,4.484,0.912,15.6,FALSE POSITIVE
32.50456309,2.4657,7589.6,10.68,591.0,28.8,148.1,6132.0,4.479,0.947,15.134,FALSE POSITIVE
1.332560589,4.2427,566.6,1.4,1086.0,330.32,108.8,4489.0,4.662,0.609,15.036,FALSE POSITIVE
31.56904354,2.6364,4229.4,11.18,575.0,25.83,113.6,5654.0,4.387,0.998,15.042,FALSE POSITIVE
9.08590495,2.0718,2121.3,6.28,861.0,130.1,50.5,5931.0,4.479,0.866,15.549,FALSE POSITIVE
0.784512952,2.4623,586.0,25.48,1952.0,3432.93,44.4,5997.0,4.522,0.904,15.59,FALSE POSITIVE
0.883778461,1.6339,120.1,1.09,1934.0,3316.4,31.7,5975.0,4.453,0.949,14.063,FALSE POSITIVE
2.465024332,1.262,30.7,0.69,1561.0,1406.11,23.2,6139.0,4.291,1.194,8.769,CONFIRMED
15.86624787,4.25,77.3,1.31,879.0,141.18,28.4,6099.0,4.193,1.308,11.049,CONFIRMED
4.288515468,2.2959,3456.7,76.51,1722.0,2081.57,292.1,6378.0,3.878,2.002,13.396,FALSE POSITIVE
3.797018259,2.2608,14431.0,10.07,982.0,219.64,1549.0,5167.0,4.527,0.848,14.741,CONFIRMED
1.340596782,1.6484,107.5,1.16,1783.0,2393.35,37.6,5992.0,4.385,1.125,11.524,CONFIRMED
17.42393582,4.929,770.9,3.29,722.0,64.13,33.2,6018.0,4.46,0.969,15.601,CONFIRMED
9.8786461,1.8915,1472.7,1.6,393.0,5.65,49.2,3609.0,4.843,0.422,13.496,CONFIRMED
44.96407458,4.981,811.6,2.0,379.0,4.89,88.0,4827.0,4.615,0.729,13.054,CONFIRMED
49.7700907,10.065,3529.2,5.12,455.0,10.16,109.8,5774.0,4.567,0.818,15.64,CONFIRMED
12.7319385,4.4157,11449.0,70.11,1145.0,405.75,69.9,7238.0,4.221,1.568,12.087,CANDIDATE
0.520222869,1.2216,269.5,1.52,2145.0,5038.49,28.9,5776.0,4.527,0.889,15.632,FALSE POSITIVE
5.83376197,3.9988,532.9,2.98,1143.0,403.49,36.6,6213.0,4.387,1.195,15.776,CONFIRMED
2.42150341,2.965,171.5,1.62,1532.0,1305.04,15.8,6213.0,4.387,1.195,15.776,CANDIDATE
14.16400071,4.3031,728.1,2.35,694.0,54.95,71.5,5440.0,4.438,0.885,14.48,CONFIRMED
6.20920207,2.637,101.9,0.89,914.0,164.98,12.1,5440.0,4.438,0.885,14.48,CANDIDATE
5.48711441,2.93,1328.6,3.24,836.0,115.29,51.9,5103.0,4.562,0.787,15.812,CONFIRMED
8.29084167,3.613,1033.9,3.21,728.0,66.47,34.7,5103.0,4.562,0.787,15.812,CONFIRMED
3.20539622,2.143,453.6,1.7,1000.0,236.11,20.6,5103.0,4.562,0.787,15.812,CANDIDATE
16.73869035,2.398,996.8,2.56,576.0,26.06,20.4,5103.0,4.562,0.787,15.812,CONFIRMED
165.739861,24.9393,7343.4,57.54,692.0,54.1,527.8,5019.0,2.99,6.836,12.263,CANDIDATE
5.093938816,3.93144,25027.0,17.19,1137.0,395.38,1131.7,6197.0,4.449,1.035,14.575,FALSE POSITIVE
13.93291548,2.6239,131.6,1.66,852.0,124.53,28.9,6026.0,4.321,1.207,11.538,CONFIRMED
2.36436762,3.372,28.4,0.82,1752.0,2228.09,12.4,6250.0,4.184,1.543,11.6,CONFIRMED
20.6654374,3.172,100.4,0.66,487.0,13.35,13.6,4830.0,4.605,0.676,11.759,CANDIDATE
20.31047472,5.3357,164.6,2.41,931.0,177.81,46.1,6065.0,3.97,1.877,11.855,CONFIRMED
69.8347983,8.262,266.6,3.51,765.0,80.97,46.8,7732.0,4.075,2.022,12.02,CANDIDATE
2.53475568,4.5716,463.0,2.02,1218.0,519.95,51.3,5662.0,4.532,0.806,15.341,CONFIRMED
2.59488443,1.684,592.2,2.36,1014.0,249.92,14.9,4748.0,4.526,0.797,15.72,CANDIDATE
43.3167427,4.995,987.5,2.42,459.0,10.47,27.1,5654.0,4.59,0.774,15.737,CONFIRMED
37.590298548,4.3855,19939.0,14.39,573.0,25.53,929.0,6147.0,4.463,1.003,14.904,FALSE POSITIVE
3.351556891,2.4005,341.9,1.64,1074.0,314.73,38.8,5185.0,4.442,0.911,14.815,FALSE POSITIVE
2.617028373,2.046,499.4,1.57,996.0,233.23,30.8,4831.0,4.568,0.724,15.835,CONFIRMED
1.876406096,1.531,433.8,1.57,1192.0,476.68,37.0,5198.0,4.6,0.759,15.202,FALSE POSITIVE
6.71425632,3.339,283.5,5.76,1565.0,1416.6,46.5,6093.0,3.737,2.623,13.488,FALSE POSITIVE
150.2412582,10.849,2378.5,4.6,327.0,2.72,72.3,5604.0,4.451,0.943,14.827,CONFIRMED
53.44944498,5.3091,3437.0,5.82,486.0,13.23,119.5,5919.0,4.485,1.0,15.287,CONFIRMED
0.466743525,1.3956,796.1,20.43,2197.0,5480.92,103.6,5791.0,4.549,0.856,15.33,FALSE POSITIVE
1.727177258,2.081,347.4,1.42,1250.0,576.55,17.1,5394.0,4.622,0.72,15.935,FALSE POSITIVE
7.24022418,2.9153,864.9,2.14,716.0,62.1,48.2,4955.0,4.61,0.721,15.565,CONFIRMED
4.64622383,2.5137,446.5,1.82,830.0,112.18,28.2,4955.0,4.61,0.721,15.565,CONFIRMED
10.29674097,2.7292,1011.8,5.75,1129.0,384.86,31.3,6068.0,4.04,1.797,15.767,CONFIRMED
5.93919041,2.285,424.5,3.7,1357.0,801.92,15.9,6068.0,4.04,1.797,15.767,CANDIDATE
19.74733983,3.4444,480.7,2.62,754.0,76.57,47.1,6243.0,4.406,1.149,12.949,CONFIRMED
30.360445359,6.0134,21125.0,10.99,459.0,10.47,1126.2,4939.0,4.541,0.765,14.388,CONFIRMED
4.4096675,2.1418,132.7,1.51,1192.0,476.94,26.4,5836.0,4.347,1.166,13.574,CONFIRMED
4.16787814,2.2136,168.1,1.07,962.0,202.48,32.9,5251.0,4.541,0.847,13.293,CANDIDATE
220.65651253,7.82,,,,,,,,,15.129,CANDIDATE
11.79161234,3.036,415.4,2.41,857.0,127.75,20.7,5619.0,4.264,1.199,14.941,CONFIRMED
20.55848388,1.449,677.3,36.9,624.0,35.76,20.8,5578.0,4.484,0.936,14.792,CANDIDATE
